grid,value,label
1319839252,rockabilly,NER_O
1319839252,band,NER_O
1319839252,country,NER_O
1319839252,big,NER_O
1319839252,swing,NER_O
1319839252,finger,NER_O
1319839252,song,NER_O
1319839252,style,NER_O
1319839252,pick,NER_O
1319839252,stash,NER_O
1319839252,technique,NER_O
1319839252,force,NER_O
1319839252,frenetic,NER_O
1319839252,guitar,NER_O
1319839252,so,NER_O
1319839252,he,NER_O
1319839252,shred,NER_O
1319839252,body,NER_O
1319839252,during,NER_O
1319839252,spare,NER_O
1319839252,Del-Tones,NER_Misc
1319839252,movie,NER_O
1319839252,release,NER_O
1319839252,spot,NER_O
1319839252,beach,NER_O
1319839252,make,NER_O
1319839252,perform,NER_O
1319839252,series,NER_O
1319839252,dance,NER_O
1319839252,Beach Party,NER_Organization
1319839252,Dick Dale,NER_Person
1319839252,1963,NER_Date
1319839252,surf,NER_O
1319839252,phenomenon,NER_O
1319839252,when,NER_O
1319839252,Annette Funicello,NER_Person
1319839252,teen,NER_O
1319839252,heart-throb,NER_O
1319839252,secret,NER_O
1319839252,cash,NER_O
1319839252,first,NER_O
1319839252,include,NER_O
1319839252,detail,NER_O
1319839252,available,NER_O
1319839252,other,NER_O
1319839252,crown,NER_O
1319839252,spirit,NER_O
1319839252,surf,NER_O
1319839252,catch,NER_O
1319839252,embrace,NER_O
1319839252,however,NER_O
1319839252,he,NER_O
1319839252,everywhere,NER_O
1319839252,come,NER_O
1319839252,when,NER_O
1319839252,Rhino Records,NER_Organization
1319839252,eventually,NER_O
1319839252,become,NER_O
1319839252,better,NER_O
1319839252,release,NER_O
1319839252,anthology,NER_O
1319839252,he,NER_O
1319839252,1997,NER_Date
1319839252,title,NER_O
1319839252,dead,NER_O
1319839252,expression,NER_O
1319839252,joke,NER_O
1319839252,than,NER_O
1319839252,like,NER_O
1319839252,shred,NER_O
1319839252,than,NER_O
1319839252,begin,NER_O
1319839252,better,NER_O
1319839252,later,NER_O
1319839252,become,NER_O
1319839252,well,NER_O
1319839252,rock,NER_O
1319839252,disc,NER_O
1319839252,call,NER_O
1319839252,himself,NER_O
1319839252,suggest,NER_O
1319839252,explain,NER_O
1319839252,have,NER_O
1319839252,year,NER_O
1319839252,Dick Dale,NER_Person
1319839252,radio,NER_O
1319839252,jockey,NER_O
1319839252,Richard Monsour,NER_Person
1319839252,know,NER_O
1319839252,name,NER_O
1319839252,he,NER_O
1319839252,star,NER_O
1319839252,association,NER_O
1319839252,press,NER_O
1319839252,resist,NER_O
1319839252,would,NER_O
1319839252,limit,NER_O
1319839252,title,NER_O
1319839252,surfer,NER_O
1319839252,fear,NER_O
1319839252,initially,NER_O
1319839252,buddy,NER_O
1319839252,audience,NER_O
1319839252,guitar,NER_O
1319839252,nickname,NER_O
1319839252,already,NER_O
1319839252,say,NER_O
1319839252,he,NER_O
1319839252,king,NER_O
1319839252,surf,NER_O
1319839252,have,NER_O
1319839252,spotlight,NER_O
1319839252,pull,NER_O
1319839252,help,NER_O
1319839252,guitarist,NER_O
1319839252,back,NER_O
1319839252,pop-culture,NER_O
1319839252,tune,NER_O
1319839252,folk,NER_O
1319839252,listen,NER_O
1319839252,he,NER_O
1319839252,parent,NER_O
1319839252,Polish,NER_Misc
1319839252,play,NER_O
1319839252,child,NER_O
1319839252,Lebanese,NER_Misc
1319839252,he,NER_O
1319839252,misirlou,NER_O
1319839252,from,NER_O
1319839252,surf-rock,NER_O
1319839252,transform,NER_O
1319839252,become,NER_O
1319839252,would,NER_O
1319839252,folk,NER_O
1319839252,later,NER_O
1319839252,child,NER_O
1319839252,instrumental,NER_O
1319839252,tune,NER_O
1319839252,hear,NER_O
1319839252,Middle Eastern,NER_Misc
1319839252,which,NER_O
1319839252,song,NER_O
1319839252,Dale,NER_Person
1319839252,signature,NER_O
1319839252,adapt,NER_O
1319839252,thunder,NER_O
1319839252,cancer,NER_O
1319839252,infection,NER_O
1319839252,battle,NER_O
1319839252,1960s,NER_Date
1319839252,foot,NER_O
1319839252,also,NER_O
1319839252,1970s,NER_Date
1319839252,injury,NER_O
1319839252,surfing,NER_O
1319839252,career,NER_O
1319839252,sideline,NER_O
1319839252,result,NER_O
1319839252,Dale,NER_Person
1319839252,serious,NER_O
1319839252,would,NER_O
1319839252,model,NER_O
1319839252,become,NER_O
1319839252,popular,NER_O
1319839252,guitarist,NER_O
1319839252,Los Angeles,NER_Location
1319839252,aspire,NER_O
1319839252,swingin,NER_O
1319839252,popular,NER_O
1319839252,other,NER_O
1319839252,include,NER_O
1319839252,surfin,NER_O
1319839252,song,NER_O
1319839252,fever,NER_O
1319839252,jungle,NER_O
1319839252,Dale,NER_Person
1319839252,Shake-N-Stomp,NER_Person
1319839252,he,NER_O
1319839252,advance,NER_O
1319839252,80s,NER_O
1319839252,pay,NER_O
1319839252,Dale,NER_Person
1319839252,saddle,NER_O
1319839252,say,NER_O
1319839252,continue,NER_O
1319839252,bill,NER_O
1319839252,age,NER_O
1319839252,medical,NER_O
1319839252,tour,NER_O
1319839252,part,NER_O
1319839252,beach,NER_O
1319839252,have,NER_O
1319839252,invent,NER_O
1319839252,some,NER_O
1319839252,boys,NER_O
1319839252,right,NER_O
1319839252,who,NER_O
1319839252,music,NER_O
1319839252,Dale,NER_Person
1319839252,like,NER_O
1319839252,surf,NER_O
1319839252,he,NER_O
1319839252,say,NER_O
1319839252,critic,NER_O
1319839252,become,NER_O
1319839252,guinea,NER_O
1319839252,Leo,NER_Person
1319839252,1997,NER_Date
1319839252,pig,NER_O
1319839252,personal,NER_O
1319839252,i,NER_O
1319839252,Dale,NER_Person
1319839252,tell,NER_O
1319839252,Associated Press,NER_Organization
1319839252,virtuoso,NER_O
1319839252,1994,NER_Date
1319839252,director,NER_O
1319839252,song,NER_O
1319839252,select,NER_O
1319839252,he,NER_O
1319839252,pulp,NER_O
1319839252,Quentin Tarantino,NER_Person
1319839252,misirlou,NER_O
1319839252,profound,NER_O
1319839252,fiction,NER_O
1319839252,film,NER_O
1319839252,include,NER_O
1319839252,Dale,NER_Person
1319839252,guitar,NER_O
1319839252,musical,NER_O
1319839252,Stevie Ray Vaughan,NER_Person
1319839252,theme,NER_O
1319839252,who,NER_O
1319839252,movie,NER_O
1319839252,influence,NER_O
1319839252,Jimi Hendrix,NER_Location
1319839252,build,NER_O
1319839252,appearance,NER_O
1319839252,1950s,NER_Date
1319839252,fan,NER_O
1319839252,frenetic,NER_O
1319839252,old,NER_O
1319839252,know,NER_O
1319839252,avid,NER_O
1319839252,he,NER_O
1319839252,Dale,NER_Person
1319839252,ballroom,NER_O
1319839252,Newport Beach,NER_Location
1319839252,late,NER_O
1319839252,rendezvous,NER_O
1319839252,Los Angeles,NER_Location
1319839252,base,NER_O
1319839252,devoted,NER_O
1319839252,style,NER_O
1319839252,repeat,NER_O
1319839252,Richard Drew/AP,NER_Person
1319839252,surfer,NER_O
1319839252,end,NER_O
1319839252,guitar,NER_O
1319839252,model,NER_O
1319839252,left-handed,NER_O
1319839252,make,NER_O
1319839252,line,NER_O
1319839252,he,NER_O
1319839252,Dale,NER_Person
1319839252,fender,NER_O
1319839252,who,NER_O
1319839252,amplifier,NER_O
1319839252,legendary,NER_O
1319839252,offer,NER_O
1319839252,would,NER_O
1319839252,develop,NER_O
1319839252,meeting,NER_O
1319839252,Leo Fender,NER_Person
1319839252,test,NER_O
1319839252,own,NER_O
1319839252,builder,NER_O
1319839252,after,NER_O
1319839252,great,NER_O
1319839252,hero,NER_O
1319839252,string,NER_O
1319839252,he,NER_O
1319839252,early,NER_O
1319839252,drummer,NER_O
1319839252,from,NER_O
1319839252,borrow,NER_O
1319839252,musical,NER_O
1319839252,pound,NER_O
1319839252,style,NER_O
1319839252,rather,NER_O
1319839252,guitar,NER_O
1319839252,Gene Krupa,NER_Person
1319839252,jazz,NER_O
1319839252,say,NER_O
1319839252,pluck,NER_O
1319839252,than,NER_O
1319839252,love,NER_O
1319839252,Los Angeles,NER_Location
1319839252,immediately,NER_O
1319839252,move,NER_O
1319839252,Boston,NER_Location
1319839252,May 4 1937,NER_Date
1319839252,1954,NER_Date
1319839252,Dale,NER_Person
1319839252,electric,NER_O
1319839252,guitar,NER_O
1319839252,born,NER_O
1319839252,Richard Anthony Monsour,NER_Person
1319839252,fall,NER_O
1319839252,Richard Drew/AP,NER_Person
1319839252,surfing,NER_O
1319839252,family,NER_O
1319839252,he,NER_O
1319839252,magazine,NER_O
1319839252,song,NER_O
1319839252,music,NER_O
1319839252,call,NER_O
1319839252,surf,NER_O
1319839252,craze,NER_O
1319839252,Dale,NER_Person
1319839252,harbinger,NER_O
1319839252,release,NER_O
1319839252,Dale,NER_Person
1319839252,album,NER_O
1319839252,surfer,NER_O
1319839252,year,NER_O
1319839252,choice,NER_O
1319839252,he,NER_O
1319839252,have,NER_O
1319839252,earlier,NER_O
1319839252,first,NER_O
1319839252,earn,NER_O
1319839252,he,NER_O
1319839252,instrumental,NER_O
1319839252,film,NER_O
1319839252,up,NER_O
1319839252,classic,NER_O
1319839252,team,NER_O
1319839252,Vaughan,NER_Person
1319839252,pair,NER_O
1319839252,nomination,NER_O
1319839252,pipeline,NER_O
1319839252,surf,NER_O
1319839252,record,NER_O
1319839252,grammy,NER_O
1319839252,have,NER_O
1319839252,2015,NER_O
1319839252,serious,NER_O
1319839252,recurrence,NER_O
1319839252,1960s,NER_Date
1319839252,cancer,NER_O
1319839252,beat,NER_O
1319839252,suffer,NER_O
1319839252,he,NER_O
1319839252,30,NER_O
1319839252,nearly,NER_O
1319839252,1993,NER_Date
1319839252,year,NER_O
1319839252,he,NER_O
1319839252,album,NER_O
1319839252,material,NER_O
1319839252,tribal,NER_O
1319839252,thunder,NER_O
1319839252,all,NER_O
1319839252,new,NER_O
1319839252,release,NER_O
1319839252,first,NER_O
1319839252,begin,NER_O
1319839252,co-star,NER_O
1319839252,couple,NER_O
1319839252,back,NER_O
1319839252,Frankie Avalon,NER_Person
1319839252,which,NER_O
1319839252,Beach,NER_Location
1319839252,middle-aged,NER_O
1319839252,film,NER_O
1319839252,launch,NER_O
1319839252,have,NER_O
1319839252,haunt,NER_O
1319839252,comeback,NER_O
1319839252,himself,NER_O
1319839252,she,NER_O
1319839252,Funicello,NER_Person
1319839252,old,NER_O
1319839252,Dale,NER_Person
1319839252,return,NER_O
1319839252,1987,NER_Date
1319839252,reunite,NER_O
1319839252,surfing,NER_O
1319839252,unknown,NER_O
1319839252,follow,NER_O
1319839252,he,NER_O
1319839252,territory,NER_O
1319839252,year,NER_O
1319839252,following,NER_O
1319839252,popularity,NER_O
1319839252,explode,NER_O
1319839252,year,NER_O
1319839252,surfing,NER_O
1319839252,although,NER_O
1319839252,remain,NER_O
1319839252,around,NER_O
1319839252,southern,NER_O
1319839252,have,NER_O
1319839252,popular,NER_O
1319839252,figure,NER_O
1319839252,California,NER_Location
1319839252,Dale,NER_Person
1319839252,might,NER_O
1319839252,during,NER_O
1319839252,creative,NER_O
1319839252,peak,NER_O
1319839252,just,NER_O
1319839252,cult,NER_O
1319839252,he,NER_O
1319839252,worldwide,NER_O
1319839252,back,NER_O
1319839252,help,NER_O
1319839252,he,NER_O
1319839252,1964,NER_Date
1319839252,yui,NER_O
1319839252,fiction,NER_O
1319839252,drop,NER_O
1319839252,beatles,NER_O
1319839252,theme,NER_O
1319839252,pulp,NER_O
1319839252,music,NER_O
1319839252,star,NER_O
1319839252,record,NER_O
1319839252,track,NER_O
1319839252,after,NER_O
1319839252,misirlou,NER_O
1319839252,lead,NER_O
1319839252,pop,NER_O
1319839252,dim,NER_O
1319839252,thrust,NER_O
1319839252,Quentin Tarantino,NER_Person
1319839252,label,NER_O
1319839252,chart,NER_O
1319839252,British,NER_Misc
1319839252,use,NER_O
1319839252,spotlight,NER_O
1319839252,Dale,NER_Person
1319839252,invasion,NER_O
1319839252,bring,NER_O
1319839252,other,NER_O
1319839252,go,NER_O
1319839252,beach,NER_O
1319839252,would,NER_O
1319839252,release,NER_O
1319839252,say,NER_O
1319839252,boys,NER_O
1319839252,Dale,NER_Person
1319839252,two,NER_O
1319839252,first,NER_O
1319839252,genre,NER_O
1319839252,let,NER_O
1319839252,pioneer,NER_O
1319839252,magazine,NER_O
1319839252,ahead,NER_O
1319839252,rock,NER_O
1319839252,fruition,NER_O
1319839252,surfin,NER_O
1319839252,1961,NER_Date
1319839252,Rolling Stone,NER_Organization
1319839252,musical,NER_O
1319839252,trippin,NER_O
1319839252,month,NER_O
1319839252,encyclopedia,NER_O
1319839252,its,NER_O
1319839252,later,NER_O
1319839252,Beach Boy,NER_Misc
1319839252,roll,NER_O
1319839252,add,NER_O
1319839252,Brian Wilson,NER_Person
1319839252,hit,NER_O
1319839252,volume,NER_O
1319839252,wall-rattling,NER_O
1319839252,composition,NER_O
1319839252,play,NER_O
1319839252,rider,NER_O
1319839252,night,NER_O
1319839252,other,NER_O
1319839252,fender,NER_O
1319839252,misirlou,NER_O
1319839252,guitar,NER_O
1319839252,he,NER_O
1319839252,stratocaster,NER_O
1319839252,custom-made,NER_O
1319839252,wedge,NER_O
1319839252,over,NER_O
1319839252,Beach Party,NER_Organization
1319839252,follow,NER_O
1319839252,year,NER_O
1319839252,while,NER_O
1319839252,more,NER_O
1319839252,sequel,NER_O
1319839252,several,NER_O
1319839252,four,NER_O
1319839252,two,NER_O
1319839252,he,NER_O
1319839252,movie,NER_O
1319839252,next,NER_O
1319839252,surfer,NER_O
1319839252,appear,NER_O
1319839252,other,NER_O
1319833349,shadow,NER_O
1319833349,resign,NER_O
1319833349,minister,NER_O
1319833349,business,NER_O
1319833349,Justin Madders,NER_Person
1319833349,People’s Republic of Bangladesh,NER_Location
1319833349,have,NER_O
1319833349,British,NER_Misc
1319833349,Robert Chatterton Dickson,NER_Person
1319833349,Commonwealth Office,NER_Organization
1319833349,high,NER_O
1319833349,foreign,NER_O
1319833349,appoint,NER_O
1319833349,commissioner,NER_O
1319833349,Pollards Hill,NER_Location
1319833349,die,NER_O
1319833349,labour,NER_O
1319833349,Croydon Council,NER_Organization
1319833349,elect,NER_O
1319833349,hold,NER_O
1319833349,Maggie Mansell,NER_Person
1319833349,Leila Ben-Hassel,NER_Person
1319833349,Norbury,NER_Person
1319833349,pps,NER_O
1319833349,Paul Masterton,NER_Person
1319833349,office,NER_O
1319833349,resign,NER_O
1319833349,home,NER_O
1319833349,reappoint,NER_O
1319833349,export,NER_O
1319833349,member,NER_O
1319833349,Christopher Rowell,NER_Person
1319833349,works,NER_O
1319833349,Peter Barber,NER_Person
1319833349,art,NER_O
1319833349,committee,NER_O
1319833349,Hayden Phillips,NER_Person
1319833349,chair,NER_O
1319833349,review,NER_O
1319833349,leave,NER_O
1319833349,elect,NER_O
1319833349,Luciana Berger,NER_Person
1319833349,chair,NER_O
1319833349,health,NER_O
1319833349,who,NER_O
1319833349,replace,NER_O
1319833349,Paul Williams,NER_Person
1319833349,party,NER_O
1319833349,whip,NER_O
1319833349,party,NER_O
1319833349,political,NER_O
1319833349,frontbench,NER_O
1319833349,Labour Party,NER_Organization
1319833349,Stephanie Peacock,NER_Person
1319833349,resign,NER_O
1319833349,leave,NER_O
1319833349,elect,NER_O
1319833349,departmental,NER_O
1319833349,affair,NER_O
1319833349,Pat McFadden,NER_Person
1319833349,replace,NER_O
1319833349,who,NER_O
1319833349,chair,NER_O
1319833349,Labour Party,NER_Organization
1319833349,John Woodcock,NER_Person
1319833349,foreign,NER_O
1319833349,party,NER_O
1319833349,plp,NER_O
1319833349,group,NER_O
1319833349,Gavin Shuker,NER_Person
1319833349,Daniel Zeichner,NER_Person
1319833349,replace,NER_O
1319833349,who,NER_O
1319833349,chair,NER_O
1319833349,transport,NER_O
1319833349,party,NER_O
1319833349,leave,NER_O
1319833349,elect,NER_O
1319833349,chair,NER_O
1319833349,government,NER_O
1319833349,Board of Community Health Councils,NER_Organization
1319833349,new,NER_O
1319833349,Welsh,NER_Misc
1319833349,John Pearce,NER_Person
1319833349,name,NER_O
1319833349,name,NER_O
1319833349,Tate Museum,NER_Organization
1319833349,youth,NER_O
1319833349,board,NER_O
1319833349,trustee,NER_O
1319833349,engagement,NER_O
1319833349,Anna Lowe,NER_Person
1319833349,name,NER_O
1319833349,chief,NER_O
1319833349,Sherine Krause,NER_Person
1319833349,fight,NER_O
1319833349,executive,NER_O
1319833349,sight,NER_O
1319833349,elect,NER_O
1319833349,Treasury,NER_Organization
1319833349,party,NER_O
1319833349,Chris Leslie,NER_Person
1319833349,who,NER_O
1319833349,leave,NER_O
1319833349,replace,NER_O
1319833349,chair,NER_O
1319833349,Wes Streeting,NER_Person
1319833349,director,NER_O
1319833349,non-executive,NER_O
1319833349,lead,NER_O
1319833349,Scotland,NER_Location
1319833349,Shonaig Macpherson,NER_Person
1319833349,appoint,NER_O
1319833349,state,NER_O
1319833349,secretary,NER_O
1319833349,office,NER_O
1319833349,resign,NER_O
1319833349,shadow,NER_O
1319833349,minister,NER_O
1319833349,Yvonne Fovargue,NER_Person
1319833349,housing,NER_O
1319833349,from,NER_O
1319833349,23,NER_O
1319833349,Rural Affairs: Natural Enland,NER_Misc
1319833349,appoint,NER_O
1319833349,chair,NER_O
1319833349,department,NER_O
1319833349,food,NER_O
1319833349,environment,NER_O
1319833349,April,NER_Date
1319833349,Tony Juniper,NER_Person
1319833349,Facebook Twitter,NER_Organization
1319833349,more,NER_O
1319833349,website,NER_O
1319833349,read,NER_O
1319833349,elect,NER_O
1319833349,labour,NER_O
1319833349,Robert Leo Taylor,NER_Person
1319833349,Wingate,NER_Organization
1319833349,Durham Council,NER_Organization
1319833349,hold,NER_O
1319833349,John Higgins,NER_Person
1319833349,die,NER_O
1319833349,replace,NER_O
1319833349,planning,NER_O
1319833349,Gareth Snell,NER_Person
1319833349,Helen Hayes,NER_Person
1319833349,elect,NER_O
1319833349,chair,NER_O
1319833349,housing,NER_O
1319833349,sport,NER_O
1319833349,month,NER_O
1319833349,secretary,NER_O
1319833349,name,NER_O
1319833349,department,NER_O
1319833349,digital,NER_O
1319833349,culture,NER_O
1319833349,media,NER_O
1319833349,replace,NER_O
1319833349,new,NER_O
1319833349,permanent,NER_O
1319833349,Sarah Healey,NER_Person
1319833349,end,NER_O
1319833349,who,NER_O
1319833349,retire,NER_O
1319833349,Sue Owen,NER_Person
1319833349,resign,NER_O
1319833349,gain,NER_O
1319833349,independent,NER_O
1319833349,authority,NER_O
1319833349,Keith Morrell,NER_Person
1319833349,March,NER_Date
1319833349,local,NER_O
1319833349,result,NER_O
1319833349,coxford,NER_O
1319833349,by-election,NER_O
1319833349,Matt Renyard,NER_Person
1319833349,Southampton Council,NER_Organization
1319833349,14,NER_O
1319833349,labour,NER_O
1319833349,elect,NER_O
1319833349,from,NER_O
1319833349,NHS,NER_Organization
1319833349,midwifery,NER_O
1319833349,officer,NER_O
1319833349,name,NER_O
1319833349,Jacqueline Dunkley-Bent,NER_Person
1319833349,chief,NER_O
1319833349,first,NER_O
1319833349,retire,NER_O
1319833349,executive,NER_O
1319833349,Lynn Peterson,NER_Person
1319833349,chief,NER_O
1319833349,British Horse Society,NER_Organization
1319833349,elect,NER_O
1319833349,party,NER_O
1319833349,leave,NER_O
1319833349,development,NER_O
1319833349,who,NER_O
1319833349,Ivan Lewis,NER_Person
1319833349,chair,NER_O
1319833349,replace,NER_O
1319833349,Anna Turley,NER_Person
1319833349,international,NER_O
1319833349,UK,NER_Location
1319833349,Alec Raven,NER_Person
1319833349,dystrophy,NER_O
1319833349,director,NER_O
1319833349,muscular,NER_O
1319833349,development,NER_O
1319833349,name,NER_O
1319833349,disabled,NER_O
1319833349,pensions,NER_O
1319833349,Sarah Newton,NER_Person
1319833349,resign,NER_O
1319833349,work,NER_O
1319833349,health,NER_O
1319833349,minister,NER_O
1319833349,people,NER_O
1319833349,state,NER_O
1319833349,government,NER_O
1319833349,department,NER_O
1319833349,Ruth Smeeth,NER_Person
1319833349,resign,NER_O
1319833349,leader,NER_O
1319833349,deputy,NER_O
1319833349,PPS,NER_Organization
1319833349,chair,NER_O
1319833349,elect,NER_O
1319833349,Janet Finch-Saunders,NER_Person
1319833349,Wales,NER_Location
1319833349,Petitions Committee,NER_Organization
1319833349,Devolved Authorities National Assembly,NER_Organization
1319833349,datum,NER_O
1319833349,first,NER_O
1319833349,Department of Health and Social Care,NER_Organization
1319833349,national,NER_O
1319833349,become,NER_O
1319833349,guardian,NER_O
1319833349,Fiona Caldicott,NER_Person
1319833349,Interest Groups The Royal National Lifeboat Institution,NER_Organization
1319833349,Mark Dowie,NER_Person
1319833349,name,NER_O
1319833349,chief,NER_O
1319833349,executive,NER_O
1319833349,shadow,NER_O
1319833349,Emma Lewell-Buck,NER_Person
1319833349,minister,NER_O
1319833349,education,NER_O
1319833349,resign,NER_O
1319820021,1-10.5,NER_O
1319820021,Irvan,NER_Person
1319820021,1-30,NER_O
1319820021,fresh,NER_O
1319820021,here,NER_O
1319820021,1-6.5,NER_O
1319820021,Kimera,NER_Person
1319820021,Monday,NER_Date
1319820021,fresh,NER_O
1319820021,exercise,NER_O
1319820021,morning,NER_O
1319820021,beyond,NER_O
1319820021,when,NER_O
1319820021,March 18,NER_Date
1319820021,silver,NER_O
1319820021,1000m,NER_O
1319820021,sand,NER_O
1319820021,rb,NER_O
1319820021,back,NER_O
1319820021,dew,NER_O
1319820021,horse,NER_O
1319820021,inner,NER_O
1319820021,Velocidad,NER_Person
1319820021,please,NER_O
1319820021,well,NER_O
1319820021,move,NER_O
1319820021,move,NER_O
1319820021,impressively,NER_O
1319820021,1-15.5,NER_O
1319820021,1000m,NER_O
1319820021,three,NER_O
1319820021,Darshan,NER_Person
1319820021,wish,NER_O
1319820021,pleased,NER_O
1319820021,supremo,NER_O
1319820021,44,NER_O
1319820021,March 17:600,NER_Date
1319820021,sand,NER_O
1319820021,outer,NER_O
1319820021,sir,NER_O
1319820021,rb,NER_O
1319820021,m,NER_O
1319820021,attractively,NER_O
1319820021,move,NER_O
1319820021,Darshan,NER_Person
1319820021,1-11,NER_O
1319820021,dew,NER_O
1319820021,1-26,NER_O
1319820021,silver,NER_O
1319820021,sand,NER_O
1319820021,Magistero,NER_Person
1319820021,45,NER_O
1319820021,600m,NER_O
1319820021,outer,NER_O
1319820021,Darshan,NER_Person
1319820021,sierra,NER_O
1319820021,rb,NER_O
1319820021,1-15,NER_O
1319820021,lovely,NER_O
1319820021,1-13,NER_O
1319820021,Sante Fe,NER_Person
1319820021,heroine,NER_O
1319820021,majestic,NER_O
1319820021,1000m,NER_O
1319820021,rb,NER_O
1319820021,fine,NER_O
1319820021,trim,NER_O
1319820021,well,NER_O
1319820021,out,NER_O
1319820021,stride,NER_O
1319820021,beyond,NER_O
1319820021,surya,NER_O
1319820021,1-8,NER_O
1319820021,m,NER_O
1319820021,well,NER_O
1319820021,work,NER_O
1319820021,1-22,NER_O
1319820021,back,NER_O
1319820021,move,NER_O
1319820021,fluently,NER_O
1319820021,1-28.5,NER_O
1319820021,surya,NER_O
1319820021,1-12.5,NER_O
1319820021,proudprince,NER_O
1319820021,easy,NER_O
1319820021,three,NER_O
1319820021,ahead,NER_O
1319820021,former,NER_O
1319820021,length,NER_O
1319820021,finish,NER_O
1319820023,Bronx,NER_Location
1319820023,warrior,NER_O
1319820023,impress,NER_O
1319820023,40,NER_O
1319820023,morning.inner,NER_O
1319820023,March 18,NER_Date
1319820023,rb,NER_O
1319820023,here,NER_O
1319820023,exercise,NER_O
1319820023,horse,NER_O
1319820023,Kuldeep,NER_Person
1319820023,fascinating,NER_O
1319820023,600m,NER_O
1319820023,sand,NER_O
1319820023,Arrecife,NER_Person
1319820023,majestic,NER_O
1319820023,when,NER_O
1319820023,Monday,NER_Date
1319820023,move,NER_O
1319820023,freely,NER_O
1319820023,hollow,NER_O
1319820023,1-6,NER_O
1319820023,quail,NER_O
1319820023,Santosh,NER_Person
1319820023,Highdare,NER_Person
1319820023,1-6,NER_O
1319820023,highland,NER_O
1319820023,empress,NER_O
1319820023,Shubham,NER_Location
1319820023,Bhawani,NER_Person
1319820023,form,NER_O
1319820023,maintain,NER_O
1319820023,forever,NER_O
1319820023,s.amit,NER_O
1319820023,free,NER_O
1319820023,1-41,NER_O
1319820023,1400m,NER_O
1319820023,Dashrath,NER_Person
1319820023,Zenon,NER_Person
1319820023,56,NER_O
1319820023,Chouhan,NER_Person
1319820023,1-4,NER_O
1319820023,Bronx,NER_Location
1319820023,former,NER_O
1319820023,superior,NER_O
1319820023,freely,NER_O
1319820023,pair,NER_O
1319820023,move,NER_O
1319820023,level,NER_O
1319820023,behind,NER_O
1319820023,finish,NER_O
1319820023,length,NER_O
1319820023,three,NER_O
1319820023,former,NER_O
1319820023,ahead,NER_O
1319820023,walk,NER_O
1319820023,1-1,NER_O
1319820023,Jaykumar,NER_Person
1319820023,pleased,NER_O
1319820023,Merchant,NER_Organization
1319820023,52,NER_O
1319820023,Shivalik Skies,NER_Organization
1319820023,1-5,NER_O
1319820023,conscience,NER_O
1319820023,S. Kamble,NER_Person
1319820023,Peter,NER_Person
1319820023,Odessa,NER_Location
1319820023,Shubham,NER_Location
1319820023,Bhawani,NER_Person
1319820023,Allauddin Khilji,NER_Person
1319820023,36.5,NER_O
1319820023,track,NER_O
1319820023,rise,NER_O
1319820023,brave,NER_O
1319820023,600m,NER_O
1319820023,race,NER_O
1319820023,Grey Falcon,NER_Person
1319820023,Kuldeep,NER_Person
1319820023,1-4,NER_O
1319820023,Nazil,NER_Organization
1319820023,Jack Flash,NER_Person
1319820023,1-5,NER_O
1319820023,1000m,NER_O
1319820023,easy,NER_O
1319820023,easy,NER_O
1319820023,urge,NER_O
1319820023,length,NER_O
1319820023,ahead,NER_O
1319820023,former,NER_O
1319820023,finish,NER_O
1319820023,five,NER_O
1319820023,level,NER_O
1319820023,pair,NER_O
1319820023,plan,NER_O
1319820023,Ajinkya,NER_Organization
1319820023,40,NER_O
1319820023,stick,NER_O
1319820023,well,NER_O
1319820023,respond,NER_O
1319820023,former,NER_O
1319820023,finish,NER_O
1319820023,well,NER_O
1319820023,level,NER_O
1319820023,move,NER_O
1319820023,former,NER_O
1319820023,distance,NER_O
1319820023,ahead,NER_O
1319820023,finish,NER_O
1319820023,move,NER_O
1319820023,freely,NER_O
1319820023,good,NER_O
1319820023,S.J. Sunil,NER_Person
1319820023,flame,NER_O
1319820023,harmony,NER_O
1319820023,angels,NER_O
1319820023,50,NER_O
1319820023,silver,NER_O
1319820023,A. Gaikwad,NER_Person
1319820023,sand,NER_O
1319820023,practice,NER_O
1319820023,1000m,NER_O
1319820023,legend,NER_O
1319820023,1-8.5,NER_O
1319820023,gate,NER_O
1319820023,s.j.sunil,NER_O
1319820023,inner,NER_O
1319820023,miss,NER_O
1319820023,D.A. Naik,NER_Person
1319820023,Avika,NER_Person
1319820023,princess,NER_O
1319820023,55,NER_O
1319820023,easy,NER_O
1319820023,Kuldeep,NER_Person
1319820023,1-2,NER_O
1319820023,Ustad Pedro,NER_Person
1319820023,king,NER_O
1319820023,app,NER_O
1319820023,1-3,NER_O
1319820023,Angel Coin,NER_Person
1319820023,lion,NER_O
1319820023,merchant,NER_O
1319820023,freely,NER_O
1319820023,both,NER_O
1319820023,neck,NER_O
1319820023,move,NER_O
1319820023,clear,NER_O
1319820023,former,NER_O
1319820023,well,NER_O
1319820023,finish,NER_O
1319820023,Jethu,NER_Person
1319820023,Oui Sauvage,NER_Person
1319820023,53.5,NER_O
1319820023,Square Moon,NER_Person
1319820023,Shubham,NER_Location
1319820023,well,NER_O
1319820023,move,NER_O
1319820023,Peter,NER_Person
1319820023,air,NER_O
1319820023,Chouhan,NER_Person
1319820023,1-7,NER_O
1319820023,super,NER_O
1319820023,sunshine,NER_O
1319820023,speed,NER_O
